                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
  10-12-2023 22:04:04:193:302         passed window size to drone                                 -
  10-12-2023 22:04:04:193:351                            yMax_now                                 53
  10-12-2023 22:04:04:193:398                            xMax_now                                 78
  10-12-2023 22:04:04:195:286                      dronePositionY                                 15
  10-12-2023 22:04:04:195:345                      dronePositionX                                 15
  10-12-2023 22:04:04:297:697                          user input                                 -1
  10-12-2023 22:04:04:297:797               passed input to drone                                 -
  10-12-2023 22:04:04:297:906         passed window size to drone                                 -
  10-12-2023 22:04:04:297:954                            yMax_now                                 53
    10-12-2023 22:04:04:298:0                            xMax_now                                 78
  10-12-2023 22:04:04:299:933                      dronePositionY                                 15
   10-12-2023 22:04:04:300:17                      dronePositionX                                 15
  10-12-2023 22:04:04:390:410                          user input                                 -1
  10-12-2023 22:04:04:390:441               passed input to drone                                 -
  10-12-2023 22:04:04:390:483         passed window size to drone                                 -
  10-12-2023 22:04:04:390:499                            yMax_now                                 53
  10-12-2023 22:04:04:390:516                            xMax_now                                 78
  10-12-2023 22:04:04:391:154                      dronePositionY                                 15
  10-12-2023 22:04:04:391:171                      dronePositionX                                 15
  10-12-2023 22:04:04:479:571                          user input                                 97
  10-12-2023 22:04:04:479:667               passed input to drone                                 -
  10-12-2023 22:04:04:479:784         passed window size to drone                                 -
  10-12-2023 22:04:04:479:837                            yMax_now                                 53
  10-12-2023 22:04:04:479:887                            xMax_now                                 78
    10-12-2023 22:04:04:482:5                      dronePositionY                                 15
   10-12-2023 22:04:04:482:65                      dronePositionX                                 15
  10-12-2023 22:04:04:584:702                          user input                                 -1
  10-12-2023 22:04:04:584:806               passed input to drone                                 -
  10-12-2023 22:04:04:584:925         passed window size to drone                                 -
  10-12-2023 22:04:04:584:978                            yMax_now                                 53
   10-12-2023 22:04:04:585:28                            xMax_now                                 78
  10-12-2023 22:04:04:587:138                      dronePositionY                                 15
  10-12-2023 22:04:04:587:202                      dronePositionX                                 15
  10-12-2023 22:04:04:689:971                          user input                                 -1
   10-12-2023 22:04:04:690:78               passed input to drone                                 -
  10-12-2023 22:04:04:690:235         passed window size to drone                                 -
  10-12-2023 22:04:04:690:295                            yMax_now                                 53
  10-12-2023 22:04:04:690:346                            xMax_now                                 78
  10-12-2023 22:04:04:692:431                      dronePositionY                                 15
  10-12-2023 22:04:04:692:487                      dronePositionX                                 14
  10-12-2023 22:04:04:794:769                          user input                                 -1
  10-12-2023 22:04:04:794:824               passed input to drone                                 -
  10-12-2023 22:04:04:794:882         passed window size to drone                                 -
  10-12-2023 22:04:04:794:907                            yMax_now                                 53
  10-12-2023 22:04:04:794:929                            xMax_now                                 78
   10-12-2023 22:04:04:796:39                      dronePositionY                                 15
   10-12-2023 22:04:04:796:70                      dronePositionX                                 14
  10-12-2023 22:04:04:897:684                          user input                                 -1
  10-12-2023 22:04:04:897:793               passed input to drone                                 -
  10-12-2023 22:04:04:897:912         passed window size to drone                                 -
  10-12-2023 22:04:04:897:965                            yMax_now                                 53
   10-12-2023 22:04:04:898:44                            xMax_now                                 78
  10-12-2023 22:04:04:900:144                      dronePositionY                                 15
  10-12-2023 22:04:04:900:210                      dronePositionX                                 14
    10-12-2023 22:04:04:994:0                          user input                                 -1
   10-12-2023 22:04:04:994:93               passed input to drone                                 -
  10-12-2023 22:04:04:994:246         passed window size to drone                                 -
  10-12-2023 22:04:04:994:304                            yMax_now                                 53
  10-12-2023 22:04:04:994:358                            xMax_now                                 78
  10-12-2023 22:04:04:996:396                      dronePositionY                                 15
  10-12-2023 22:04:04:996:453                      dronePositionX                                 14
   10-12-2023 22:04:05:98:773                          user input                                 -1
   10-12-2023 22:04:05:98:882               passed input to drone                                 -
     10-12-2023 22:04:05:99:1         passed window size to drone                                 -
    10-12-2023 22:04:05:99:55                            yMax_now                                 53
   10-12-2023 22:04:05:99:107                            xMax_now                                 78
  10-12-2023 22:04:05:101:158                      dronePositionY                                 15
  10-12-2023 22:04:05:101:215                      dronePositionX                                 14
  10-12-2023 22:04:05:203:705                          user input                                 -1
  10-12-2023 22:04:05:203:813               passed input to drone                                 -
  10-12-2023 22:04:05:203:932         passed window size to drone                                 -
  10-12-2023 22:04:05:203:986                            yMax_now                                 53
   10-12-2023 22:04:05:204:38                            xMax_now                                 78
   10-12-2023 22:04:05:206:95                      dronePositionY                                 15
  10-12-2023 22:04:05:206:153                      dronePositionX                                 14
  10-12-2023 22:04:05:296:564                          user input                                 -1
  10-12-2023 22:04:05:300:226               passed input to drone                                 -
  10-12-2023 22:04:05:300:368         passed window size to drone                                 -
  10-12-2023 22:04:05:300:424                            yMax_now                                 53
  10-12-2023 22:04:05:300:475                            xMax_now                                 78
  10-12-2023 22:04:05:302:569                      dronePositionY                                 15
  10-12-2023 22:04:05:302:634                      dronePositionX                                 14
  10-12-2023 22:04:05:405:187                          user input                                 -1
  10-12-2023 22:04:05:405:295               passed input to drone                                 -
  10-12-2023 22:04:05:405:414         passed window size to drone                                 -
  10-12-2023 22:04:05:405:468                            yMax_now                                 53
  10-12-2023 22:04:05:405:520                            xMax_now                                 78
  10-12-2023 22:04:05:407:603                      dronePositionY                                 15
  10-12-2023 22:04:05:407:667                      dronePositionX                                 14
  10-12-2023 22:04:05:510:346                          user input                                 -1
  10-12-2023 22:04:05:510:454               passed input to drone                                 -
  10-12-2023 22:04:05:510:574         passed window size to drone                                 -
  10-12-2023 22:04:05:510:655                            yMax_now                                 53
  10-12-2023 22:04:05:510:707                            xMax_now                                 78
  10-12-2023 22:04:05:512:766                      dronePositionY                                 15
  10-12-2023 22:04:05:512:826                      dronePositionX                                 14
   10-12-2023 22:04:05:599:34                          user input                                 -1
  10-12-2023 22:04:05:599:129               passed input to drone                                 -
